RGI_ID,Calibration_Method,MB_Geodetic,Temp_Bias,Prcp_Fac,melt_f,reference_period,Calibration_Success
RGI60-13.29684,geodetic_temp_bias,-519.0,-1.020368789594058,4.623880507546979,5.0,2000-01-01_2020-01-01,True
RGI60-13.29689,geodetic_temp_bias,-425.20000000000005,-1.020368789594058,4.429521806470454,5.206796878243841,2000-01-01_2020-01-01,True
RGI60-13.29691,geodetic_temp_bias,-649.4,-1.020368789594058,4.429521806470454,8.965032604791348,2000-01-01_2020-01-01,True
RGI60-13.44571,geodetic_temp_bias,27.400000000000002,-4.962173647989848,4.486246098927508,12.224478458722938,2000-01-01_2020-01-01,True
RGI60-13.44573,geodetic_temp_bias,-598.1999999999999,-4.962173647989848,4.486246098927508,6.4514861572679685,2000-01-01_2020-01-01,True
RGI60-13.45686,geodetic_temp_bias,-380.7,-3.962969859931521,6.768458267666914,4.40688893606433,2000-01-01_2020-01-01,True
RGI60-13.45687,geodetic_temp_bias,-199.9,-3.962969859931521,4.888447523024421,5.0,2000-01-01_2020-01-01,True
RGI60-13.45699,geodetic_temp_bias,496.40000000000003,-3.962969859931521,6.768458267666914,3.7705610488064796,2000-01-01_2020-01-01,True
RGI60-13.45732,geodetic_temp_bias,-59.7,-1.5349041529480143,4.512305511777943,17.0,2000-01-01_2020-01-01,True
RGI60-13.45733,geodetic_temp_bias,-360.5,-0.3827826465435755,4.512305511777943,17.0,2000-01-01_2020-01-01,True
RGI60-13.45736,geodetic_temp_bias,-949.6,-3.962969859931521,4.512305511777943,9.49044559014309,2000-01-01_2020-01-01,True
RGI60-13.45738,geodetic_temp_bias,-455.29999999999995,-3.962969859931521,4.512305511777943,5.611127560078577,2000-01-01_2020-01-01,True
RGI60-13.45741,geodetic_temp_bias,-480.2,-3.962969859931521,4.512305511777943,5.332090796997324,2000-01-01_2020-01-01,True
RGI60-13.45806,geodetic_temp_bias,-390.5,-3.962969859931521,6.030280438113788,5.0,2000-01-01_2020-01-01,True
RGI60-13.45844,geodetic_temp_bias,-454.5,-2.1252852437190177,3.749046061175301,7.550647978996389,2000-01-01_2020-01-01,True
RGI60-13.45846,geodetic_temp_bias,-327.0,-2.1252852437190177,3.7688831908851266,5.0,2000-01-01_2020-01-01,True
RGI60-13.45848,geodetic_temp_bias,-347.5,-2.1252852437190177,4.655406875609764,5.0,2000-01-01_2020-01-01,True
RGI60-13.45850,geodetic_temp_bias,-737.3,-2.1252852437190177,5.623569091762951,4.643976100253231,2000-01-01_2020-01-01,True
RGI60-13.45852,geodetic_temp_bias,-341.2,-2.1252852437190177,5.623569091762951,4.474508048639716,2000-01-01_2020-01-01,True
RGI60-13.45856,geodetic_temp_bias,-535.6999999999999,-0.7740823775136483,5.074364129092635,5.0,2000-01-01_2020-01-01,True
RGI60-13.45865,geodetic_temp_bias,-484.0,-3.962969859931521,6.768458267666914,4.8288395887333575,2000-01-01_2020-01-01,True
RGI60-13.45877,geodetic_temp_bias,-470.1,-2.1252852437190177,4.155456855382482,5.0,2000-01-01_2020-01-01,True
RGI60-13.45878,geodetic_temp_bias,-516.9,-2.1252852437190177,5.623569091762951,2.615559593920282,2000-01-01_2020-01-01,True
RGI60-13.45879,geodetic_temp_bias,-1189.8999999999999,-2.1252852437190177,3.749046061175301,5.610666607255694,2000-01-01_2020-01-01,True
RGI60-13.45880,geodetic_temp_bias,-388.29999999999995,-2.1252852437190177,4.180811396950835,5.0,2000-01-01_2020-01-01,True
RGI60-13.45881,geodetic_temp_bias,-646.2,-2.1252852437190177,3.749046061175301,6.018084627882836,2000-01-01_2020-01-01,True
RGI60-13.45882,geodetic_temp_bias,-708.7,-2.1252852437190177,5.623569091762951,4.724127036692837,2000-01-01_2020-01-01,True
RGI60-13.45883,geodetic_temp_bias,37.400000000000006,-2.1252852437190177,5.392885454708242,5.0,2000-01-01_2020-01-01,True
RGI60-13.45884,geodetic_temp_bias,-755.9,-2.1252852437190177,4.752123088960314,5.0,2000-01-01_2020-01-01,True
RGI60-13.45885,geodetic_temp_bias,-626.3,-2.1252852437190177,5.623569091762951,3.2265338911241876,2000-01-01_2020-01-01,True
RGI60-13.45886,geodetic_temp_bias,-887.7,-2.1252852437190177,4.634763185076129,5.0,2000-01-01_2020-01-01,True
RGI60-13.45887,geodetic_temp_bias,-640.2,-2.1252852437190177,5.623569091762951,2.866774282290936,2000-01-01_2020-01-01,True
RGI60-13.45888,geodetic_temp_bias,847.8,-2.1252852437190177,5.623569091762951,4.3183450619896835,2000-01-01_2020-01-01,True
RGI60-13.45889,geodetic_temp_bias,-652.9000000000001,-2.1252852437190177,5.623569091762951,4.648812068611226,2000-01-01_2020-01-01,True
RGI60-13.45890,geodetic_temp_bias,44.1,-2.1252852437190177,3.749046061175301,6.062607153783954,2000-01-01_2020-01-01,True
RGI60-13.45891,geodetic_temp_bias,-61.800000000000004,-2.1252852437190177,3.749046061175301,5.014860122498835,2000-01-01_2020-01-01,True
RGI60-13.45892,geodetic_temp_bias,-330.1,-2.1252852437190177,5.623569091762951,4.174182074707099,2000-01-01_2020-01-01,True
RGI60-13.45893,geodetic_temp_bias,-812.4,-2.1252852437190177,5.623569091762951,4.673573410796004,2000-01-01_2020-01-01,True
RGI60-13.45894,geodetic_temp_bias,-156.5,-2.1252852437190177,5.623569091762951,3.966915222639332,2000-01-01_2020-01-01,True
RGI60-13.45895,geodetic_temp_bias,-430.8,-2.1252852437190177,5.623569091762951,3.930072207817588,2000-01-01_2020-01-01,True
RGI60-13.45896,geodetic_temp_bias,-1116.9,-2.1252852437190177,5.623569091762951,3.2093923085577645,2000-01-01_2020-01-01,True
RGI60-13.45897,geodetic_temp_bias,-584.5,-2.1252852437190177,5.623569091762951,4.719062951354019,2000-01-01_2020-01-01,True
RGI60-13.45898,geodetic_temp_bias,-513.0,-4.681421432610395,6.795397998906265,3.983097116908447,2000-01-01_2020-01-01,True
RGI60-13.45899,geodetic_temp_bias,-814.0,-2.1252852437190177,4.762099188703052,5.0,2000-01-01_2020-01-01,True
RGI60-13.45900,geodetic_temp_bias,-613.4,-2.1252852437190177,4.403544652665001,5.0,2000-01-01_2020-01-01,True
RGI60-13.45901,geodetic_temp_bias,-684.2,-2.1252852437190177,3.749046061175301,5.298466391979439,2000-01-01_2020-01-01,True
RGI60-13.45902,geodetic_temp_bias,-498.3,-2.1252852437190177,3.749046061175301,7.5778026594851955,2000-01-01_2020-01-01,True
RGI60-13.45903,geodetic_temp_bias,-791.8,-2.1252852437190177,3.749046061175301,5.133409139890979,2000-01-01_2020-01-01,True
RGI60-13.45904,geodetic_temp_bias,-838.5,-2.1252852437190177,3.941947961170277,5.0,2000-01-01_2020-01-01,True
RGI60-13.45905,geodetic_temp_bias,-753.4,-2.1252852437190177,3.749046061175301,13.35220843084636,2000-01-01_2020-01-01,True
RGI60-13.45906,geodetic_temp_bias,-654.1,-2.1252852437190177,3.749046061175301,5.632041664793846,2000-01-01_2020-01-01,True
RGI60-13.45907,geodetic_temp_bias,-978.0,-2.1252852437190177,3.749046061175301,7.477623606191745,2000-01-01_2020-01-01,True
RGI60-13.45908,geodetic_temp_bias,-280.9,-2.1252852437190177,5.623569091762951,4.930985900074549,2000-01-01_2020-01-01,True
RGI60-13.45909,geodetic_temp_bias,-487.5,-2.1252852437190177,5.623569091762951,4.554258921852943,2000-01-01_2020-01-01,True
RGI60-13.45910,geodetic_temp_bias,-463.5,-2.1252852437190177,4.58023465380009,5.0,2000-01-01_2020-01-01,True
RGI60-13.45911,geodetic_temp_bias,-771.7,-2.1252852437190177,3.749046061175301,9.290918918756645,2000-01-01_2020-01-01,True
RGI60-13.45912,geodetic_temp_bias,-176.9,-2.1252852437190177,3.749046061175301,6.935533287640712,2000-01-01_2020-01-01,True
RGI60-13.45913,geodetic_temp_bias,-779.8000000000001,-2.0463375800174783,3.749046061175301,17.0,2000-01-01_2020-01-01,True
RGI60-13.45914,geodetic_temp_bias,-348.4,-2.1252852437190177,3.749046061175301,5.978831414279285,2000-01-01_2020-01-01,True
RGI60-13.45915,geodetic_temp_bias,-90.2,-2.1252852437190177,5.623569091762951,4.111969798522971,2000-01-01_2020-01-01,True
RGI60-13.45916,geodetic_temp_bias,-318.5,-2.1252852437190177,5.623569091762951,4.408378253931334,2000-01-01_2020-01-01,True
RGI60-13.45917,geodetic_temp_bias,-643.0,-2.1252852437190177,3.749046061175301,6.65911698943491,2000-01-01_2020-01-01,True
RGI60-13.45918,geodetic_temp_bias,-71.3,-1.2132463305249532,3.749046061175301,17.0,2000-01-01_2020-01-01,True
RGI60-13.45919,geodetic_temp_bias,-468.8,-2.1252852437190177,5.623569091762951,3.759263187220453,2000-01-01_2020-01-01,True
RGI60-13.45920,geodetic_temp_bias,-430.3,-2.1252852437190177,5.623569091762951,3.0132973870286053,2000-01-01_2020-01-01,True
RGI60-13.45921,geodetic_temp_bias,-1085.8000000000002,-0.7740823775136483,5.535126311816949,4.691519397517757,2000-01-01_2020-01-01,True
RGI60-13.45922,geodetic_temp_bias,-338.7,-2.1252852437190177,5.623569091762951,4.014791689635139,2000-01-01_2020-01-01,True
RGI60-13.45923,geodetic_temp_bias,-123.89999999999999,-2.1252852437190177,4.527383287848364,5.0,2000-01-01_2020-01-01,True
RGI60-13.45924,geodetic_temp_bias,-732.1,-2.1252852437190177,3.749046061175301,5.115905865805628,2000-01-01_2020-01-01,True
RGI60-13.45925,geodetic_temp_bias,-578.5,-2.1252852437190177,3.749046061175301,6.032732409449073,2000-01-01_2020-01-01,True
RGI60-13.45926,geodetic_temp_bias,-422.59999999999997,-2.1252852437190177,3.749046061175301,11.738391646395087,2000-01-01_2020-01-01,True
RGI60-13.45927,geodetic_temp_bias,-411.5,-2.1252852437190177,5.623569091762951,4.752483154832653,2000-01-01_2020-01-01,True
RGI60-13.45928,geodetic_temp_bias,-609.9,-2.1252852437190177,3.749046061175301,5.084935373600632,2000-01-01_2020-01-01,True
RGI60-13.45929,geodetic_temp_bias,234.3,-2.1252852437190177,3.749046061175301,5.402201745629087,2000-01-01_2020-01-01,True
RGI60-13.45930,geodetic_temp_bias,-321.2,-2.1252852437190177,3.749046061175301,5.005503524793866,2000-01-01_2020-01-01,True
RGI60-13.45931,geodetic_temp_bias,-414.8,-2.1252852437190177,4.2692027814334415,5.0,2000-01-01_2020-01-01,True
RGI60-13.45932,geodetic_temp_bias,-656.2,-2.1252852437190177,5.623569091762951,2.468893920331255,2000-01-01_2020-01-01,True
RGI60-13.45933,geodetic_temp_bias,-610.0,-2.1252852437190177,3.749046061175301,8.409254608555091,2000-01-01_2020-01-01,True
RGI60-13.45934,geodetic_temp_bias,-294.59999999999997,-2.1252852437190177,3.749046061175301,13.524551174629668,2000-01-01_2020-01-01,True
RGI60-13.45935,geodetic_temp_bias,-218.6,-1.2581039343617735,3.749046061175301,17.0,2000-01-01_2020-01-01,True
RGI60-13.45936,geodetic_temp_bias,-479.5,-2.1252852437190177,3.9966328670287767,5.0,2000-01-01_2020-01-01,True
RGI60-13.45937,geodetic_temp_bias,-1117.8,-2.1252852437190177,5.623569091762951,3.78964200099339,2000-01-01_2020-01-01,True
RGI60-13.45938,geodetic_temp_bias,-203.5,-2.1252852437190177,5.623569091762951,4.832740661823673,2000-01-01_2020-01-01,True
RGI60-13.45939,geodetic_temp_bias,-700.3000000000001,-2.1252852437190177,4.449959973645808,5.0,2000-01-01_2020-01-01,True
RGI60-13.45940,geodetic_temp_bias,-346.1,-2.1252852437190177,3.749046061175301,13.202354395311634,2000-01-01_2020-01-01,True
RGI60-13.45941,geodetic_temp_bias,-662.4,-2.1252852437190177,5.623569091762951,2.865659868538559,2000-01-01_2020-01-01,True
RGI60-13.45942,geodetic_temp_bias,-125.7,-1.8908807579519549,3.749046061175301,17.0,2000-01-01_2020-01-01,True
RGI60-13.45943,geodetic_temp_bias,-484.5,-2.1252852437190177,3.749046061175301,6.662537920562804,2000-01-01_2020-01-01,True
RGI60-13.45944,geodetic_temp_bias,-473.4,-2.1252852437190177,5.623569091762951,4.6858014988148415,2000-01-01_2020-01-01,True
RGI60-13.45945,geodetic_temp_bias,-434.59999999999997,-2.1252852437190177,4.660812150333936,5.0,2000-01-01_2020-01-01,True
RGI60-13.45946,geodetic_temp_bias,-672.8,-2.1252852437190177,5.623569091762951,3.211894532287849,2000-01-01_2020-01-01,True
RGI60-13.45947,geodetic_temp_bias,-496.90000000000003,-2.1252852437190177,3.749046061175301,11.440944147288047,2000-01-01_2020-01-01,True
RGI60-13.45948,geodetic_temp_bias,-669.1,-2.1252852437190177,3.749046061175301,7.018168867864317,2000-01-01_2020-01-01,True
RGI60-13.45949,geodetic_temp_bias,-327.7,-2.1252852437190177,3.749046061175301,6.4486447145423345,2000-01-01_2020-01-01,True
RGI60-13.45950,geodetic_temp_bias,-225.5,-2.1252852437190177,5.335219953593345,5.0,2000-01-01_2020-01-01,True
RGI60-13.45951,geodetic_temp_bias,-84.8,-2.1252852437190177,3.749046061175301,10.200228151461777,2000-01-01_2020-01-01,True
RGI60-13.45952,geodetic_temp_bias,-925.1,-2.1252852437190177,3.749046061175301,11.452285139406595,2000-01-01_2020-01-01,True
RGI60-13.45953,geodetic_temp_bias,-844.1999999999999,-2.1252852437190177,3.749046061175301,5.949771203118119,2000-01-01_2020-01-01,True
RGI60-13.45954,geodetic_temp_bias,-126.6,-2.1252852437190177,5.623569091762951,4.9191031940994305,2000-01-01_2020-01-01,True
RGI60-13.45955,geodetic_temp_bias,-334.6,-2.1252852437190177,5.623569091762951,2.386447113699008,2000-01-01_2020-01-01,True
RGI60-13.45956,geodetic_temp_bias,-290.1,-2.1252852437190177,3.749046061175301,13.114912373190474,2000-01-01_2020-01-01,True
RGI60-13.45957,geodetic_temp_bias,-77.5,-2.1252852437190177,3.749046061175301,6.428180232134015,2000-01-01_2020-01-01,True
RGI60-13.45958,geodetic_temp_bias,-457.6,-2.1252852437190177,3.749046061175301,7.270929549301559,2000-01-01_2020-01-01,True
RGI60-13.45959,geodetic_temp_bias,-743.3,-2.0423281311624457,3.749046061175301,17.0,2000-01-01_2020-01-01,True
RGI60-13.45960,geodetic_temp_bias,-169.8,-2.1252852437190177,5.623569091762951,4.937148238982984,2000-01-01_2020-01-01,True
RGI60-13.45961,geodetic_temp_bias,-315.2,-2.1252852437190177,3.749046061175301,9.806474870602287,2000-01-01_2020-01-01,True
RGI60-13.45962,geodetic_temp_bias,73.7,-2.1252852437190177,4.243983550590141,5.0,2000-01-01_2020-01-01,True
RGI60-13.45963,geodetic_temp_bias,-300.8,-2.1252852437190177,5.312202760760763,5.0,2000-01-01_2020-01-01,True
RGI60-13.45964,geodetic_temp_bias,-572.1,-2.1252852437190177,5.623569091762951,4.100224746445761,2000-01-01_2020-01-01,True
RGI60-13.45965,geodetic_temp_bias,-513.3,-2.1252852437190177,3.749046061175301,7.12524010208623,2000-01-01_2020-01-01,True
RGI60-13.45966,geodetic_temp_bias,-273.4,-2.1252852437190177,5.623569091762951,4.259318014311276,2000-01-01_2020-01-01,True
RGI60-13.45967,geodetic_temp_bias,-204.65888913841167,-2.1252852437190177,3.9093822125223427,5.0,2000-01-01_2020-01-01,True
RGI60-13.45968,geodetic_temp_bias,-522.5999999999999,-2.1252852437190177,3.749046061175301,15.982277196909905,2000-01-01_2020-01-01,True
RGI60-13.45969,geodetic_temp_bias,6.4,-2.1252852437190177,5.147806443805114,5.0,2000-01-01_2020-01-01,True
RGI60-13.45970,geodetic_temp_bias,-204.65888913841167,-1.144535810877564,3.749046061175301,17.0,2000-01-01_2020-01-01,True
RGI60-13.45971,geodetic_temp_bias,-107.6,-4.681421432610395,4.530265332604176,8.96822520601226,2000-01-01_2020-01-01,True
RGI60-13.45972,geodetic_temp_bias,-55.5,-2.1252852437190177,3.749046061175301,9.29848808936839,2000-01-01_2020-01-01,True
RGI60-13.45973,geodetic_temp_bias,-683.8,-2.1252852437190177,3.749046061175301,6.652405297814907,2000-01-01_2020-01-01,True
RGI60-13.45974,geodetic_temp_bias,-133.39999999999998,-2.1252852437190177,3.749046061175301,16.91709091475983,2000-01-01_2020-01-01,True
RGI60-13.45975,geodetic_temp_bias,-25.4,-2.1252852437190177,3.749046061175301,12.910745495021484,2000-01-01_2020-01-01,True
RGI60-13.45976,geodetic_temp_bias,-204.65888913841167,-4.269957010155841,4.530265332604176,17.0,2000-01-01_2020-01-01,True
RGI60-13.45977,geodetic_temp_bias,-159.20000000000002,-4.681421432610395,4.530265332604176,12.058079384898564,2000-01-01_2020-01-01,True
RGI60-13.45978,geodetic_temp_bias,-204.65888913841167,1.2427419448720696,3.749046061175301,17.0,2000-01-01_2020-01-01,True
RGI60-13.45979,geodetic_temp_bias,-328.29999999999995,-4.681421432610395,6.795397998906265,1.8349553791525413,2000-01-01_2020-01-01,True
RGI60-13.45980,geodetic_temp_bias,-381.2,-2.1252852437190177,3.749046061175301,12.937971172315677,2000-01-01_2020-01-01,True
RGI60-13.45981,geodetic_temp_bias,-632.9,-4.681421432610395,4.530265332604176,5.906204521941135,2000-01-01_2020-01-01,True
RGI60-13.45982,geodetic_temp_bias,-252.6,-0.8177354289962295,3.749046061175301,17.0,2000-01-01_2020-01-01,True
RGI60-13.45983,geodetic_temp_bias,-129.8,-4.681421432610395,6.795397998906265,3.896434498854488,2000-01-01_2020-01-01,True
RGI60-13.45984,geodetic_temp_bias,-622.9,-2.1252852437190177,3.749046061175301,6.3713015391517,2000-01-01_2020-01-01,True
RGI60-13.45985,geodetic_temp_bias,-434.90000000000003,-4.681421432610395,6.795397998906265,2.9958829777109814,2000-01-01_2020-01-01,True
RGI60-13.45986,geodetic_temp_bias,-436.90000000000003,-4.681421432610395,4.530265332604176,5.955169516256966,2000-01-01_2020-01-01,True
RGI60-13.45987,geodetic_temp_bias,-76.6,-4.681421432610395,4.530265332604176,9.13272636334587,2000-01-01_2020-01-01,True
RGI60-13.45988,geodetic_temp_bias,-249.1,-4.681421432610395,4.530265332604176,9.925376789338731,2000-01-01_2020-01-01,True
RGI60-13.45989,geodetic_temp_bias,-157.70000000000002,-4.681421432610395,4.530265332604176,10.939531881442864,2000-01-01_2020-01-01,True
RGI60-13.45990,geodetic_temp_bias,-386.79999999999995,-4.681421432610395,4.530265332604176,6.237998763677667,2000-01-01_2020-01-01,True
RGI60-13.45991,geodetic_temp_bias,-969.0999999999999,-4.681421432610395,6.795397998906265,4.971482313685552,2000-01-01_2020-01-01,True
RGI60-13.45992,geodetic_temp_bias,-590.4000000000001,-4.681421432610395,4.530265332604176,6.520941095673364,2000-01-01_2020-01-01,True
RGI60-13.45993,geodetic_temp_bias,-204.65888913841167,-4.681421432610395,6.795397998906265,1.6944243301096011,2000-01-01_2020-01-01,True
