RGI_ID,MC_width_mean_1980_2020,POST_width_mean_1980_2020,POST/MC_ratio,Reduction_%,n_years_used
RGI60-13.29877,41.33863106102619,53.133595705710285,1.2853254774515992,-28.53254774515992,40
RGI60-13.29878,55.21027434380386,64.6999508219227,1.1718824365737401,-17.188243657374013,40
RGI60-13.29880,60.97502368490577,84.33547878489316,1.3831151459768736,-38.311514597687356,40
RGI60-13.29901,36.6567995032941,42.199887915754445,1.151215831375597,-15.121583137559691,40
RGI60-13.29906,57.671943487245606,59.24376841230232,1.0272545856791406,-2.725458567914063,40
RGI60-13.29919,44.468628550892575,54.99798226116144,1.2367816155656162,-23.678161556561616,40
RGI60-13.30108,49.15042333916237,61.92816718721556,1.2599722032886498,-25.997220328864977,40
RGI60-13.30120,48.935214247484836,56.69261561383273,1.1585239072851397,-15.852390728513965,40
RGI60-13.30133,38.9202206825975,82.81462232216003,2.1278045414369147,-112.78045414369147,40
RGI60-13.30136,37.893963407575825,47.703678892682824,1.2588727755815736,-25.88727755815736,40
RGI60-13.30207,52.373890016275844,85.34723585513439,1.6295760316564232,-62.95760316564232,40
RGI60-13.44129,70.23512823624034,90.82595638999408,1.2931699374776378,-29.316993747763775,40
RGI60-13.44130,62.59627437683499,65.62858616151274,1.0484423684135245,-4.844236841352445,40
RGI60-13.44134,59.58527955156018,75.03763475269139,1.2593317563905824,-25.933175639058238,40
RGI60-13.44136,55.511378949311826,81.0962046783641,1.4608933558003063,-46.089335580030635,40
RGI60-13.44143,50.91271212030526,46.43322431866623,0.9120163194006431,8.79836805993569,40
RGI60-13.44144,58.618326014491984,45.98030516245277,0.7844015393937461,21.559846060625386,40
RGI60-13.44148,39.67118812515392,47.80479224214091,1.2050254731803354,-20.502547318033535,40
RGI60-13.44150,35.25920432718455,40.064561405304715,1.13628660004713,-13.628660004712989,40
RGI60-13.44159,30.383213102178036,30.58709916214057,1.0067104838213083,-0.6710483821308344,40
RGI60-13.44160,29.82310121647069,38.25640911660646,1.282777697695535,-28.277769769553494,40
RGI60-13.44161,48.772455995407,65.91109772520991,1.3514000142091582,-35.14000142091582,40
RGI60-13.44190,48.20968522697043,56.9396991473664,1.1810842339935226,-18.108423399352258,40
RGI60-13.44196,51.13717647057742,72.39852922502082,1.41577095611986,-41.577095611985996,40
RGI60-13.44212,60.77633170779482,73.62285930497448,1.2113738561738636,-21.13738561738636,40
RGI60-13.44217,68.91038519373619,82.97429524380057,1.2040898481487745,-20.40898481487745,40
RGI60-13.44221,59.04882555006658,70.81724805194247,1.1992998572324935,-19.929985723249356,40
RGI60-13.44232,57.49980762263887,61.60221014346787,1.0713463695000733,-7.134636950007334,40
RGI60-13.44235,54.286707932703294,55.12350804526816,1.0154144567690713,-1.5414456769071272,40
RGI60-13.44236,63.24224737469582,90.77514330090044,1.4353560644845065,-43.53560644845065,40
RGI60-13.44237,63.03555794710055,72.57199587535648,1.1512866426320483,-15.128664263204827,40
RGI60-13.44239,64.69704936046497,75.55645734241156,1.1678501274678128,-16.78501274678128,40
RGI60-13.44240,53.55798733193579,54.57198501836664,1.018932707088961,-1.893270708896111,40
RGI60-13.44241,43.88008162335365,70.8580360475992,1.614810944423719,-61.48109444237191,40
RGI60-13.44252,33.93075536367992,39.553933579561075,1.165725111498671,-16.572511149867108,40
RGI60-13.44253,22.885257279564637,33.69004873676011,1.4721289048754602,-47.21289048754602,40
RGI60-13.44300,26.98236990678516,37.96408549382588,1.4069959616215097,-40.699596162150975,40
RGI60-13.44301,32.294875619488955,44.867563440335516,1.3893090646634336,-38.93090646634336,40
RGI60-13.44303,30.362203616239793,40.70080597948944,1.340508959557814,-34.05089595578139,40
RGI60-13.44304,31.377409637899696,42.475843258830785,1.353707770941178,-35.3707770941178,40
RGI60-13.44305,30.878859235361936,40.024795998608035,1.2961876503770267,-29.618765037702666,40
RGI60-13.44306,26.388538291729514,38.44322418102153,1.4568152186386407,-45.68152186386407,40
RGI60-13.44307,23.200017645485413,27.10307319680163,1.168235025117516,-16.8235025117516,40
RGI60-13.44308,22.773670629970436,26.443365169660204,1.1611375961000878,-16.11375961000878,40
RGI60-13.44309,25.743236210352915,41.7123993390057,1.6203246164609637,-62.03246164609637,40
RGI60-13.44310,24.22882807075052,34.9304724838222,1.4416905506869917,-44.16905506869917,40
RGI60-13.44311,27.580772229961873,42.37930530426811,1.5365525283671566,-53.65525283671566,40
RGI60-13.44312,22.82697421833027,27.848331702679427,1.219974729735128,-21.9974729735128,40
RGI60-13.44313,34.77730629769945,38.18311374628993,1.0979318932707185,-9.79318932707185,40
RGI60-13.44314,24.46008177377427,28.38417682189255,1.160428533494294,-16.042853349429407,40
RGI60-13.44315,25.60215021509155,34.203003663028696,1.3359426210563328,-33.59426210563328,40
RGI60-13.44316,20.161523889137033,30.443754732975833,1.5099927416388068,-50.999274163880685,40
RGI60-13.44317,21.696680261571206,28.218313593582216,1.3005820822995082,-30.05820822995082,40
RGI60-13.44318,19.82291669770373,29.73912376987218,1.5002395572451575,-50.023955724515744,40
RGI60-13.44319,22.13032461796824,29.245853828444943,1.3215284607573305,-32.15284607573305,40
RGI60-13.44320,22.90450594123232,34.91814163935925,1.5245097069087465,-52.450970690874655,40
RGI60-13.44321,23.551174982306424,35.79710610373796,1.5199711322526441,-51.997113225264414,40
RGI60-13.44322,24.845977813172848,46.55043564259315,1.8735602193893595,-87.35602193893595,40
RGI60-13.44323,29.494276900796983,36.50204378621773,1.2375975145615505,-23.759751456155055,40
RGI60-13.44324,25.639912569385167,38.610628819452266,1.5058798938945301,-50.587989389453014,40
RGI60-13.44325,30.650753569310762,39.43204707205397,1.2864951911503488,-28.649519115034884,40
RGI60-13.44326,31.143053540977075,32.81735505723925,1.053761636252467,-5.37616362524671,40
RGI60-13.44327,31.494380921968002,38.94555889910186,1.236587535903437,-23.658753590343707,40
RGI60-13.44328,26.695022035059857,34.75329810187172,1.3018643721749785,-30.186437217497854,40
RGI60-13.44329,25.485086480020776,35.079540317837505,1.376473269782192,-37.6473269782192,40
RGI60-13.44330,36.8094109317928,52.25051371947508,1.4194879080323497,-41.94879080323497,40
RGI60-13.44331,27.70079544777184,32.44554364009357,1.1712856297309764,-17.128562973097637,40
RGI60-13.44332,23.656029159761744,38.972374229426954,1.6474605254425476,-64.74605254425477,40
RGI60-13.44333,21.183465048074147,27.075002837011727,1.2781196454671575,-27.81196454671575,40
RGI60-13.44334,31.7812470611925,40.066590095398325,1.2606991166284864,-26.069911662848643,40
RGI60-13.44335,25.384374052285843,33.22982473630775,1.3090661470659397,-30.90661470659397,40
RGI60-13.44336,37.482149962600865,39.962096695795005,1.0661634067327388,-6.616340673273879,40
RGI60-13.44337,26.720748220277745,40.84276268571206,1.5285037061468183,-52.85037061468183,40
RGI60-13.44338,25.61975273720904,30.751379898305903,1.2002996365239196,-20.029963652391956,40
RGI60-13.44339,22.766255896338333,29.062735875214706,1.2765707285178942,-27.657072851789422,40
RGI60-13.44340,21.652623147715676,28.53611225831731,1.3179055518419494,-31.790555184194936,40
RGI60-13.44341,20.779133159736904,22.85257849516541,1.0997849775295276,-9.978497752952764,40
RGI60-13.44342,22.706621637881067,28.930201717786552,1.274086571712699,-27.4086571712699,40
RGI60-13.44343,23.258494488247837,29.052391511730768,1.2491088589766313,-24.910885897663128,40
RGI60-13.44344,32.890757794950275,33.85149405369742,1.0292099155858798,-2.920991558587982,40
RGI60-13.44345,31.89676852330694,43.71916945688978,1.3706457262259295,-37.06457262259295,40
RGI60-13.44346,21.524072121185597,28.21449283526287,1.3108343382426577,-31.08343382426577,40
RGI60-13.44347,26.45850130384739,39.800477450076315,1.5042604640757689,-50.426046407576884,40
RGI60-13.44348,27.739038674248924,31.193580736318232,1.1245371947685827,-12.453719476858272,40
RGI60-13.44349,24.418755412896918,31.144513855282593,1.275434121381639,-27.54341213816389,40
RGI60-13.44350,19.866979346492073,28.431273641687845,1.4310818542581587,-43.10818542581587,40
RGI60-13.44351,20.974818075816216,29.68149094744133,1.4151012342587332,-41.510123425873324,40
RGI60-13.44352,27.791512340848403,37.9790643129491,1.3665706222516545,-36.65706222516545,40
RGI60-13.44353,25.207861350671973,30.550635847336935,1.2119487417968255,-21.194874179682554,40
RGI60-13.44354,25.31350565397316,32.15476580054455,1.2702612684346364,-27.026126843463636,40
RGI60-13.44355,23.02512112683716,25.98620964794684,1.1286025165642768,-12.860251656427678,40
RGI60-13.44356,30.735972577007345,43.44196106162251,1.4133914569574648,-41.33914569574648,40
RGI60-13.44357,42.09682767365137,53.53571418853615,1.2717279934621573,-27.172799346215726,40
RGI60-13.44358,38.199824602221206,41.092270536381115,1.0757188276197123,-7.571882761971227,40
RGI60-13.44359,30.196367972854272,38.63973071084208,1.2796151757581207,-27.961517575812067,40
RGI60-13.44360,37.623370255857886,40.73665141656918,1.082748598531666,-8.274859853166605,40
RGI60-13.44361,30.414915098813577,38.28487351328111,1.2587532593432513,-25.875325934325133,40
RGI60-13.44362,26.722379390671676,31.618477005896306,1.1832208705536376,-18.322087055363756,40
RGI60-13.44363,31.98086629623116,39.55217085678331,1.2367448239337773,-23.674482393377726,40
RGI60-13.44364,32.09252351683797,32.335810508029546,1.007580799654565,-0.7580799654564929,40
RGI60-13.44365,40.81865849618323,62.2395584044628,1.5247820652969526,-52.47820652969526,40
RGI60-13.44366,44.89888514442834,51.238635247773914,1.1412006129539978,-14.120061295399777,40
RGI60-13.44367,43.82189337071804,55.10188855084137,1.2574054727553012,-25.740547275530123,40
RGI60-13.44368,29.242143038949184,37.98375230500581,1.2989387355917077,-29.89387355917077,40
RGI60-13.44369,46.739611048319084,59.670929742570095,1.276667229448731,-27.66672294487309,40
RGI60-13.44370,43.45762329543598,57.71890969950412,1.3281653556411714,-32.816535564117146,40
RGI60-13.44371,36.04087033180582,41.67260388586901,1.156259643627198,-15.625964362719792,40
RGI60-13.44372,35.625542491828796,40.192245542577126,1.1281862038113422,-12.818620381134217,40
RGI60-13.44373,38.82764555794806,57.5252889947475,1.4815549119220424,-48.15549119220424,40
RGI60-13.44374,38.535791631402006,47.287332597738676,1.227101626717433,-22.710162671743305,40
RGI60-13.44375,37.733069920965804,64.84526979956067,1.7185262141506452,-71.85262141506452,40
RGI60-13.44376,51.60246930701974,64.1384191606398,1.2429331390913396,-24.293313909133964,40
RGI60-13.44377,39.30389150338513,52.287027986622,1.3303269978271066,-33.032699782710665,40
RGI60-13.44378,39.26830672792278,44.60010429009987,1.1357786471191191,-13.577864711911914,40
RGI60-13.44379,35.92597306835336,40.88349117953128,1.1379925910912567,-13.799259109125671,40
RGI60-13.44380,36.330192677620516,41.58920997029744,1.1447561079387103,-14.47561079387103,40
RGI60-13.44381,32.366024192369935,44.523384124896765,1.375621048179018,-37.56210481790181,40
RGI60-13.44382,53.99260567469963,68.82631156144029,1.2747358772812534,-27.473587728125338,40
RGI60-13.44383,48.72015674348479,74.10118008514769,1.520955289107429,-52.09552891074289,40
RGI60-13.44384,52.01780395225061,76.62426552191897,1.4730392231139595,-47.30392231139595,40
RGI60-13.44385,55.986224211456566,62.586737585807406,1.1178953120578374,-11.789531205783742,40
RGI60-13.44386,53.897175047436875,65.72794110869913,1.2195062366598683,-21.950623665986836,40
RGI60-13.44387,64.97876353236933,71.33549474826873,1.0978278266672725,-9.782782666727252,40
RGI60-13.44388,56.235285728425026,61.48414956564562,1.0933375507784853,-9.333755077848526,40
RGI60-13.44389,51.89773108809336,53.422572409409995,1.02938165675735,-2.938165675734994,40
RGI60-13.44390,80.58725074576405,75.67788092142148,0.9390800681384261,6.091993186157385,40
RGI60-13.44391,47.67313915470796,46.2746370735085,0.9706647788251989,2.933522117480114,40
RGI60-13.44392,47.139625499748185,58.42218175120947,1.2393433577770006,-23.934335777700056,40
RGI60-13.44393,49.91118472842392,48.012524275709346,0.9619592188996013,3.8040781100398657,40
RGI60-13.44394,48.63543088714602,61.79628464936667,1.2706021828563194,-27.060218285631944,40
RGI60-13.44395,53.96628506953583,60.565779026659264,1.1222892023903226,-12.22892023903226,40
RGI60-13.44396,59.714428493932715,66.38532597207461,1.1117133270197601,-11.171332701976011,40
RGI60-13.44397,41.815102962724346,47.10167647504737,1.1264273704415977,-12.64273704415977,40
RGI60-13.44398,63.12584437924791,68.78159443840038,1.089594842093085,-8.9594842093085,40
RGI60-13.44399,56.15085613999662,50.82337455169655,0.9051219882557379,9.487801174426213,40
RGI60-13.44400,49.08995207851784,68.99114213942727,1.4054025155509766,-40.54025155509766,40
RGI60-13.44401,48.70514855673702,59.57579753399184,1.2231930155102655,-22.31930155102655,40
RGI60-13.44402,54.940530052562885,66.11715344140404,1.2034312988634623,-20.343129886346233,40
RGI60-13.44403,47.53440590433347,46.667691306653005,0.9817665839891683,1.8233416010831727,40
RGI60-13.44404,44.39285414734487,51.77883933099186,1.166377794929132,-16.637779492913207,40
RGI60-13.44405,58.831460316542305,69.42973197856652,1.18014632995678,-18.014632995678003,40
RGI60-13.44406,50.007554982781336,68.63173685160743,1.3724273637300888,-37.24273637300888,40
RGI60-13.44407,51.80499642338272,61.15114322750435,1.1804101428313576,-18.04101428313576,40
RGI60-13.44408,47.673481577134496,62.93719454985906,1.320171979636665,-32.01719796366651,40
RGI60-13.44409,42.129737810345205,50.667000002288816,1.2026421866277561,-20.264218662775612,40
RGI60-13.44410,53.94283336077509,66.84057703108869,1.2391002264202726,-23.91002264202726,40
RGI60-13.44411,39.70815460309463,53.54379600442261,1.3484332510443173,-34.843325104431734,40
RGI60-13.44412,43.273738070744045,56.46281364284024,1.3047824421946943,-30.47824421946943,40
RGI60-13.44413,58.52661407042575,62.197919620311914,1.0627288218906252,-6.272882189062523,40
RGI60-13.44414,46.68746129467637,50.61797087372916,1.0841876912998885,-8.418769129988846,40
RGI60-13.44415,40.893202611900975,41.852814359863295,1.0234662899129847,-2.3466289912984717,40
RGI60-13.44416,51.599023117219154,77.13629993347124,1.494917835134916,-49.4917835134916,40
RGI60-13.44417,56.076913133958115,66.78130414652883,1.1908876650716949,-19.088766507169485,40
RGI60-13.44418,43.05841174294714,56.58189708508803,1.3140730183656781,-31.407301836567814,40
RGI60-13.44419,49.36928388695655,70.59973910156877,1.4300336878133229,-43.003368781332284,40
RGI60-13.44420,37.76416430443421,57.73305940500529,1.5287789487301016,-52.877894873010156,40
RGI60-13.44421,41.759530307476325,48.83724813481059,1.169487486454462,-16.948748645446198,40
RGI60-13.44422,42.437858933726545,56.962212212022074,1.342249907116574,-34.22499071165741,40
RGI60-13.44423,55.06724885880432,56.327511566194815,1.022885884686574,-2.2885884686574043,40
RGI60-13.44424,47.5768183334733,52.87696269474573,1.1114018243952712,-11.140182439527123,40
RGI60-13.44425,42.9857717628219,40.38000935558337,0.9393808160147266,6.061918398527344,40
RGI60-13.44426,43.86931520546407,52.06738655919493,1.186874842138146,-18.68748421381461,40
RGI60-13.44427,43.85934510852461,65.27148157809953,1.4882000954777528,-48.82000954777528,40
RGI60-13.44428,57.75654756753134,64.94076032070622,1.1243878496160746,-12.438784961607464,40
RGI60-13.44429,38.889016563743866,44.911001034739876,1.15485052086941,-15.485052086940998,40
RGI60-13.44430,50.46774857822571,67.44303339454522,1.3363590668207885,-33.635906682078854,40
RGI60-13.44431,51.21023131592456,54.9149857603913,1.0723440287080606,-7.234402870806056,40
RGI60-13.44432,42.10256672537997,43.52463462030821,1.033776275546402,-3.3776275546401946,40
RGI60-13.44433,45.01398590392334,57.853140441689604,1.285225897683634,-28.522589768363392,40
RGI60-13.44434,52.85131207140474,73.06891273146701,1.3825373461447068,-38.25373461447068,40
RGI60-13.44435,53.36643017362667,62.10225176328957,1.1636950712505953,-16.369507125059535,40
RGI60-13.44436,51.76256976507782,66.13306501760859,1.2776232964814025,-27.76232964814025,40
RGI60-13.44437,54.340483069002076,64.30379381162524,1.183349690321495,-18.334969032149505,40
RGI60-13.44438,55.18693915915814,65.00330893307792,1.1778748726326054,-17.787487263260537,40
RGI60-13.44439,43.255298071759945,65.87776195375993,1.5229986820219827,-52.299868202198276,40
RGI60-13.44440,48.178655398050466,55.94502080466051,1.1611992975404444,-16.11992975404444,40
RGI60-13.44441,49.993277646337546,61.007638755519736,1.2203168431383669,-22.031684313836685,40
RGI60-13.44442,45.78808253676267,60.3645349045521,1.3183459878688928,-31.83459878688928,40
RGI60-13.44443,37.85682010626293,49.788671566816774,1.3151836690736356,-31.51836690736356,40
RGI60-13.44444,42.230995781549396,50.406141104343185,1.1935816376455013,-19.358163764550127,40
RGI60-13.44445,47.29702559783965,57.526178244763585,1.2162747554973086,-21.627475549730857,40
RGI60-13.44447,47.39175073559092,59.04040194457525,1.2457949121561998,-24.579491215619974,40
RGI60-13.44448,52.022332982708576,53.7621434993481,1.0334435312083519,-3.344353120835186,40
RGI60-13.44449,31.943236060969035,48.899658756627666,1.53082983399969,-53.082983399968995,40
RGI60-13.44450,36.36767295298771,45.435194974981805,1.2493291785183611,-24.932917851836113,40
RGI60-13.44451,40.375420245784866,42.04153973775159,1.041265687931499,-4.126568793149898,40
RGI60-13.44452,27.36633610323451,34.57683135047982,1.2634804754295121,-26.348047542951214,40
RGI60-13.44453,24.624705208302238,31.03487319231013,1.260314506499978,-26.03145064999779,40
RGI60-13.44454,28.96421122461036,32.50057163492607,1.12209413827606,-12.209413827606008,40
RGI60-13.44455,21.017814089063826,27.088499533310262,1.288835243214179,-28.883524321417898,40
RGI60-13.44456,22.076556315898664,33.40967960638494,1.5133555763098385,-51.33555763098385,40
RGI60-13.44457,24.8974556449802,29.115779271787734,1.1694279000616217,-16.942790006162166,40
RGI60-13.44458,20.87870312502249,25.99981109325065,1.245279026075591,-24.527902607559106,40
RGI60-13.44459,49.77898106319651,68.74929317822554,1.3810908080047688,-38.10908080047688,40
RGI60-13.44460,45.058840252495784,57.10471617351642,1.2673365726573966,-26.733657265739662,40
RGI60-13.44461,40.247937986530765,47.33721766743316,1.176140195884661,-17.61401958846609,40
RGI60-13.44462,40.748776563303444,53.21173119720767,1.3058485600062533,-30.584856000625326,40
RGI60-13.44463,45.53524038804154,47.28369586539635,1.0383978532330962,-3.839785323309619,40
RGI60-13.44464,37.69661807007436,43.84129868899238,1.163003498284501,-16.300349828450102,40
RGI60-13.44465,44.595862373207865,65.15618201954769,1.4610364852747082,-46.10364852747082,40
RGI60-13.44466,43.614490768508944,57.19195280451557,1.3113062149016004,-31.13062149016004,40
RGI60-13.44467,35.44661145812797,59.67332337141006,1.683470462103231,-68.3470462103231,40
RGI60-13.44468,36.82150670286724,55.408430644144595,1.5047844481559063,-50.47844481559063,40
RGI60-13.44469,34.927812599596955,45.84510868678473,1.3125674147516595,-31.25674147516595,40
RGI60-13.44470,37.12100160899589,46.4075376994892,1.2501693297047662,-25.016932970476624,40
RGI60-13.44471,37.37097065906945,56.94360430031817,1.5237389689394425,-52.37389689394425,40
RGI60-13.44472,39.83533585036052,47.05096170872605,1.1811363128823487,-18.113631288234867,40
RGI60-13.44473,42.418404187318714,49.50902437783974,1.1671590510385028,-16.715905103850282,40
RGI60-13.44474,46.68825753819398,51.82241230844613,1.1099667248461986,-10.996672484619863,40
RGI60-13.44475,38.40468990892913,47.913095989026864,1.2475845034198745,-24.758450341987448,40
RGI60-13.44476,47.57376217281567,63.584804737094885,1.3365519528625132,-33.65519528625131,40
RGI60-13.44477,41.03551482268626,42.76269821449461,1.0420899652233058,-4.208996522330577,40
RGI60-13.44478,40.38777352551624,50.02205829969639,1.2385445874626426,-23.854458746264264,40
RGI60-13.44479,34.11427174872507,40.54270903764905,1.1884383561306135,-18.843835613061355,40
RGI60-13.44480,46.66306118106389,45.22603974719016,0.9692043042718798,3.0795695728120243,40
RGI60-13.44481,44.18870850453521,43.21981847883873,0.9780738098376871,2.1926190162312897,40
RGI60-13.44482,38.10777468279832,53.74651119699846,1.4103817828349337,-41.038178283493366,40
RGI60-13.44483,44.49643891191228,50.9414049376852,1.1448422881330031,-14.484228813300316,40
RGI60-13.44484,30.05513838559249,44.2191603109363,1.4712678991400732,-47.12678991400732,40
RGI60-13.44485,39.06751155269019,45.71671891067312,1.170197872700799,-17.01978727007989,40
RGI60-13.44486,52.02621943933701,57.5022514417913,1.1052552359457577,-10.52552359457577,40
RGI60-13.44487,31.66124961836208,53.59445704984,1.6927461074927368,-69.27461074927368,40
RGI60-13.44488,35.625264826160034,41.621930104503434,1.1683261951203465,-16.832619512034654,40
RGI60-13.44489,40.776836835663204,54.18716456876994,1.3288712115447072,-32.88712115447072,40
RGI60-13.44490,45.712128273568226,52.5297521196459,1.149142560269254,-14.914256026925399,40
RGI60-13.44491,33.11267762780401,49.27366044788012,1.4880602831860563,-48.806028318605634,40
RGI60-13.44492,49.09590874685452,52.406512070931036,1.0674313483256903,-6.743134832569031,40
RGI60-13.44493,51.06494309383441,56.721870932049534,1.110779088264509,-11.0779088264509,40
RGI60-13.44494,41.36505952677549,48.30588628802096,1.1677944342555948,-16.77944342555948,40
RGI60-13.44495,36.35087825311805,44.753748547123955,1.2311600351302079,-23.11600351302079,40
RGI60-13.44496,66.21875146551754,65.67914983759812,0.9918512261862654,0.8148773813734578,40
RGI60-13.44497,61.48050874284638,79.78394240534556,1.2977111614195544,-29.771116141955446,40
RGI60-13.44498,48.1353945826708,44.8888835386803,0.9325545978767107,6.744540212328931,40
RGI60-13.44499,49.45950174357711,66.18033487687828,1.3380712005549313,-33.80712005549314,40
