RGI_ID,Corr_TempBias_MB,Corr_PrcpFac_MB,Mean_MB_Mean,Mean_MB_Std
RGI60-13.44765,-0.0570741684123633,0.9908283836766733,-740.7010453113727,15.41681552273384
RGI60-13.44766,-0.0715823476803941,0.9858201104792664,-449.3541920040217,12.896003319659192
RGI60-13.44767,-0.19871921834610115,0.9908142941430306,-500.28390228847746,12.930869029935856
RGI60-13.44768,-0.20145902375893543,0.9917197274533923,-716.4848094769341,15.230768150540538
RGI60-13.44769,-0.3065355867116472,0.9836441938189622,-525.51224730516,11.321685137895788
RGI60-13.44770,-0.157141987014629,0.9860239401210424,-1089.7702853911019,13.235500887515155
RGI60-13.44771,-0.014732580522213561,0.9944182737428316,-303.50928338094474,17.63061781181835
RGI60-13.44772,-0.048537704854385966,0.9892725360869927,-743.990221156508,13.330124251209526
RGI60-13.44773,-0.12614187366095633,0.9906790292437552,-554.7184654918836,14.743555091219127
RGI60-13.44774,0.04258811387347836,0.9869450915486417,-1027.1090842807714,12.997197013538601
RGI60-13.44775,-0.009724241568222365,0.990109216012274,-731.9565078003225,13.862921217161636
RGI60-13.44776,-0.2742110110986304,0.9944248780708279,-468.3976283139668,17.524539235580335
RGI60-13.44777,-0.02276879108460536,0.989236385238568,-676.870817745491,14.279700827057333
RGI60-13.44778,0.021187837919837582,0.994046261615014,-269.6422102804849,17.44768758956626
