Year,MC_mean_width,MC_q25_width,MC_q50_width,MC_q75_width,POST_mean_width,POST_q25_width,POST_q50_width,POST_q75_width,Reduction_mean_%
1992,37.662409815725,32.81025126945286,36.935818291694716,42.040173685365204,47.32706355534673,40.99939252781496,46.39183676890727,52.339760078750864,-25.661272836517334
1993,34.35600219469591,30.307496333868045,33.50123120435252,37.88155407515474,43.189110855269185,37.289282306468536,42.33121995800133,47.62535284476765,-25.71052537054419
1994,23.384930044605568,15.120031759994276,22.097229753816407,30.389462943970813,29.596869697149323,19.913354994503663,27.507534972947184,36.498327419552254,-26.563858180005372
1995,27.015632112039192,16.115899588258266,28.622120234820247,34.9762834482321,33.78115912654997,21.369931273237967,34.75345515085613,43.020751967299816,-25.043008382893085
1996,44.83248179957849,34.734667278881005,42.9782969577505,53.03094127499111,56.61848154383921,42.79775535495347,54.04012328380162,68.27884981321336,-26.28897458085906
1997,14.871286215138182,10.342960670159044,14.44647194383299,17.923020341645014,18.99984797660972,13.323691441255107,17.655208475080656,22.013414753934086,-27.761968277280545
1998,31.856718289617604,21.85639761446828,33.70568662766574,38.75276937431005,39.95717032486808,29.33337898093717,40.829304794446614,47.820582659323236,-25.427766795078945
1999,26.646006459894195,15.019392854486682,28.347001753052012,33.84723195361401,33.474449687928185,19.886260606821196,34.71812613236341,42.567332529970685,-25.6265164474476
2000,17.572790768833404,12.667711376631416,17.677178987805632,21.13136761253648,22.43732720090921,16.4714006358397,21.43080865336171,26.144482864873453,-27.682207658797896
2001,21.968319108426776,16.91146854767652,21.137675912934355,26.41218175458826,27.812181033528905,21.124095680024368,25.864050635877348,32.5200796011448,-26.601315723146215
2002,34.92637302459432,27.39848782462359,32.66895777806866,42.20372515019287,43.94253028399783,33.845561631915814,41.749483260731665,52.561095038047,-25.814753948408242
2003,42.76548694018837,33.40460664677657,40.74471463563625,48.08895800581809,53.46454266058132,42.3242344272785,50.57688449860683,59.72654204273094,-25.017967725599277
2004,30.78331317026737,19.087224015748703,26.75129256027367,40.43480563546933,38.58116266339577,24.612407245718046,35.01580518288161,49.591731691115356,-25.33141721943968
2005,40.794533452140236,34.91956625139636,39.06300364529615,44.02977246313238,51.18278120517935,43.42710085803386,49.00349758848455,55.689942064206335,-25.46480342819768
2006,28.203577955966562,21.475945003995776,24.736510945967893,32.85670379233028,35.83946958908804,26.531663459173046,31.546558612880858,41.344887415881665,-27.07419478848361
2007,15.4555095279686,12.509820653470214,14.971486631244204,17.402386809778648,19.914454211664584,15.996817135063907,18.583733271349104,21.69401408484191,-28.850195301718774
2008,20.94724995345508,15.313099072918703,21.513701716826688,24.983908837993894,27.070914038953273,20.086163955719286,26.28079001188803,30.714101660650044,-29.2337375985092
2009,17.38430429532007,11.361039541105555,18.62652340865239,21.2874869238521,22.192709367770146,15.122724113749484,22.531044293698017,26.2425591724583,-27.65946218361608
2010,56.596668274154915,49.68550406325846,56.30212922429314,62.76628422384495,70.8935752596099,61.74915698465229,69.65720954905095,78.27666489812778,-25.261039954153052
2011,30.189280535515188,22.712135405340405,30.669579227459593,36.367107009624505,38.19460554061771,29.485466070766364,37.04578676289543,45.11703843370299,-26.51711091850517
2012,30.682130538129016,18.04273665202652,28.307022983178456,40.54182460624355,38.87527074130198,23.208500378187743,34.25448084946055,50.116145449132375,-26.703296216636584
2013,36.83077379948784,31.434093971927894,36.21906483750317,41.48955090977873,46.638438486203924,38.80142415637113,45.16732893152748,52.320048946164945,-26.62899438417774
2014,32.66754915937453,22.40023511116707,32.221343272080475,41.402286570564854,41.09874497499548,29.203182409970537,39.62548349735283,50.65567727193962,-25.80908587444557
2015,24.77266109049829,19.98239262775644,24.45435374663424,29.088995057748093,31.639729335405836,25.01929820132142,30.237494205127064,35.88540356713406,-27.720349541051846
2016,35.293812216445126,29.103079968387547,35.344494257116736,40.88632237401889,44.358577238673895,36.55548805460361,43.184242845238316,50.51727750062956,-25.683723159845528
2017,35.24903870601234,30.652799948210827,34.756679392372945,39.14507330891976,44.41906000768902,37.73413476859341,43.01837596307865,49.73172237167202,-26.014954274799294
2018,48.1254624406401,42.54809714307939,47.525713197421986,52.83319467524592,60.67195070321425,52.21977407560786,59.45748889637754,66.47187590488647,-26.070374446891265
2019,24.56126515989027,17.50882418952949,24.368140105248244,29.137210395639983,31.403628814645703,23.21178440421012,29.99669320080551,36.59247835308304,-27.85835179992302
