RGI_ID,Calibration_Method,MB_Geodetic,Temp_Bias,Prcp_Fac,melt_f,reference_period,Calibration_Success,MB_Model
RGI60-13.37825,geodetic_temp_bias,172.5,-4.844470816562907,5.68256262495014,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37826,geodetic_temp_bias,237.3,-4.844470816562907,8.40246994887196,4.305597273525395,2000-01-01_2020-01-01,True,
RGI60-13.37827,geodetic_temp_bias,161.0,-4.844470816562907,6.439348409144087,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37828,geodetic_temp_bias,-228.6,-3.4063541566701234,5.601646632581307,17.0,2000-01-01_2020-01-01,True,
RGI60-13.37829,geodetic_temp_bias,196.20000000000002,-4.751528953619087,5.601646632581307,17.0,2000-01-01_2020-01-01,True,
RGI60-13.37830,geodetic_temp_bias,54.300000000000004,-4.844470816562907,6.125508203760477,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37831,geodetic_temp_bias,34.7,-4.763884744763176,5.601646632581307,17.0,2000-01-01_2020-01-01,True,
RGI60-13.37832,geodetic_temp_bias,297.8,-4.844470816562907,8.40246994887196,2.395136192958991,2000-01-01_2020-01-01,True,
RGI60-13.37833,geodetic_temp_bias,-2.4,-4.844470816562907,5.601646632581307,7.704100204285924,2000-01-01_2020-01-01,True,
RGI60-13.37834,geodetic_temp_bias,-66.9,-4.58524253972126,5.601646632581307,17.0,2000-01-01_2020-01-01,True,
RGI60-13.37835,geodetic_temp_bias,-132.89999999999998,-3.8594553786024233,5.601646632581307,17.0,2000-01-01_2020-01-01,True,
RGI60-13.37836,geodetic_temp_bias,31.6,-4.844470816562907,5.601646632581307,9.969961544808228,2000-01-01_2020-01-01,True,
RGI60-13.37837,geodetic_temp_bias,-168.6,-4.844470816562907,5.601646632581307,9.312411893647365,2000-01-01_2020-01-01,True,
RGI60-13.37838,geodetic_temp_bias,125.2,-4.844470816562907,8.199906247060298,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37839,geodetic_temp_bias,126.3,-4.11579851474078,5.601646632581307,17.0,2000-01-01_2020-01-01,True,
RGI60-13.37840,geodetic_temp_bias,205.0,-4.844470816562907,5.601646632581307,8.87528012648152,2000-01-01_2020-01-01,True,
RGI60-13.37841,geodetic_temp_bias,99.0,-4.844470816562907,5.980823287458437,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37842,geodetic_temp_bias,123.30000000000001,-4.844470816562907,5.601646632581307,8.740022138360729,2000-01-01_2020-01-01,True,
RGI60-13.37843,geodetic_temp_bias,-79.10000000000001,-4.117552898026957,5.601646632581307,17.0,2000-01-01_2020-01-01,True,
RGI60-13.37844,geodetic_temp_bias,98.9,-4.844470816562907,5.997499535344706,5.0,2000-01-01_2020-01-01,True,
