RGI_ID,Year,Specific_MB
RGI60-13.29876,1901,1385.6473683695094
RGI60-13.29876,1902,741.27836948609
RGI60-13.29876,1903,1169.5487361461953
RGI60-13.29876,1904,286.59893939024516
RGI60-13.29876,1905,467.56064625482213
RGI60-13.29876,1906,322.02294919390215
RGI60-13.29876,1907,928.315997997675
RGI60-13.29876,1908,610.309635015427
RGI60-13.29876,1909,29.555745345292237
RGI60-13.29876,1910,81.2253987686861
RGI60-13.29876,1911,917.6989795592212
RGI60-13.29876,1912,713.9346208684267
RGI60-13.29876,1913,752.5726210506414
RGI60-13.29876,1914,86.09609368418411
RGI60-13.29876,1915,-177.16609494366472
RGI60-13.29876,1916,-37.876594524981215
RGI60-13.29876,1917,-210.07910242134164
RGI60-13.29876,1918,-223.4081882746045
RGI60-13.29876,1919,440.3409124166674
RGI60-13.29876,1920,387.58214939106534
RGI60-13.29876,1921,438.74708623062344
RGI60-13.29876,1922,-85.64541843945013
RGI60-13.29876,1923,-280.74271534723556
RGI60-13.29876,1924,-387.08458272317466
RGI60-13.29876,1925,479.3952743151122
RGI60-13.29876,1926,428.60907159336784
RGI60-13.29876,1927,28.904514200340262
RGI60-13.29876,1928,324.36879689926866
RGI60-13.29876,1929,562.4266750862957
RGI60-13.29876,1930,483.11715887541783
RGI60-13.29876,1931,61.98711297244994
RGI60-13.29876,1932,777.7997907613033
RGI60-13.29876,1933,-214.6263441595928
RGI60-13.29876,1934,900.4781936102379
RGI60-13.29876,1935,-39.46390582936922
RGI60-13.29876,1936,516.7241705829728
RGI60-13.29876,1937,421.07378726823924
RGI60-13.29876,1938,288.9326704667534
RGI60-13.29876,1939,-287.98581391513153
RGI60-13.29876,1940,-313.23554928785677
RGI60-13.29876,1941,355.33391785154237
RGI60-13.29876,1942,713.709304662511
RGI60-13.29876,1943,-448.0731503376368
RGI60-13.29876,1944,-389.68379773606404
RGI60-13.29876,1945,-522.1685422062585
RGI60-13.29876,1946,938.376655098509
RGI60-13.29876,1947,390.3730327686031
RGI60-13.29876,1948,-335.6974945164828
RGI60-13.29876,1949,518.0453269975252
RGI60-13.29876,1950,-277.9925646371482
RGI60-13.29876,1951,471.6146556296208
RGI60-13.29876,1952,-144.25063496658592
RGI60-13.29876,1953,-75.47390321398198
RGI60-13.29876,1954,1296.069403673435
RGI60-13.29876,1955,-307.43795708891184
RGI60-13.29876,1956,16.051768965955798
RGI60-13.29876,1957,-316.49658670433104
RGI60-13.29876,1958,580.728561095139
RGI60-13.29876,1959,107.8194101380207
RGI60-13.29876,1960,527.7264707118496
RGI60-13.29876,1961,481.3395364924999
RGI60-13.29876,1962,-195.00933476860544
RGI60-13.29876,1963,50.04082578150416
RGI60-13.29876,1964,570.2853688443737
RGI60-13.29876,1965,-320.2822041026163
RGI60-13.29876,1966,3.4350379705619947
RGI60-13.29876,1967,520.6078798398038
RGI60-13.29876,1968,209.22839403446733
RGI60-13.29876,1969,515.6796499982622
RGI60-13.29876,1970,402.2513030447249
RGI60-13.29876,1971,512.3363055869154
RGI60-13.29876,1972,1092.5458061377146
RGI60-13.29876,1973,162.33007040842517
RGI60-13.29876,1974,-346.90302786470545
RGI60-13.29876,1975,-259.68204699801686
RGI60-13.29876,1976,54.607626494874715
RGI60-13.29876,1977,-199.74428202263968
RGI60-13.29876,1978,-125.29851496952206
RGI60-13.29876,1979,8.93562897559346
RGI60-13.29876,1980,184.9557986966645
RGI60-13.29876,1981,16.758149181382944
RGI60-13.29876,1982,-162.53147763752258
RGI60-13.29876,1983,-380.9146679820959
RGI60-13.29876,1984,-69.63206212908425
RGI60-13.29876,1985,-148.66144887150304
RGI60-13.29876,1986,-0.5645896307119727
RGI60-13.29876,1987,-228.8108327759942
RGI60-13.29876,1988,305.40980361658893
RGI60-13.29876,1989,72.3120753840633
RGI60-13.29876,1990,-410.3806565285689
RGI60-13.29876,1991,-187.8011632515636
RGI60-13.29876,1992,493.695999598599
RGI60-13.29876,1993,577.5246183725034
RGI60-13.29876,1994,-283.55290663237156
RGI60-13.29876,1995,-578.0751464398467
RGI60-13.29876,1996,99.51495048066843
RGI60-13.29876,1997,-686.508948604164
RGI60-13.29876,1998,-625.74372467513
RGI60-13.29876,1999,-89.82518343102764
RGI60-13.29876,2000,10.973017018018986
RGI60-13.29876,2001,-733.3018900731106
RGI60-13.29876,2002,-407.01771163342806
RGI60-13.29876,2003,232.1183186362297
RGI60-13.29876,2004,-346.5729837720816
RGI60-13.29876,2005,-475.94734286821307
RGI60-13.29876,2006,-636.2821198234672
RGI60-13.29876,2007,-525.908017313368
RGI60-13.29876,2008,-1267.8084917119888
RGI60-13.29876,2009,458.08766397619956
RGI60-13.29876,2010,84.10480198076556
RGI60-13.29876,2011,-489.68150027869103
RGI60-13.29876,2012,-954.2499520682958
RGI60-13.29876,2013,-161.38195186049543
RGI60-13.29876,2014,-749.784819274043
RGI60-13.29876,2015,-443.29759226220335
RGI60-13.29876,2016,-612.0849013998592
RGI60-13.29876,2017,-421.9249168811019
RGI60-13.29876,2018,-763.9581005088207
RGI60-13.29876,2019,-440.08150988206
RGI60-13.29877,1901,771.6152883406202
RGI60-13.29877,1902,29.362857507785368
RGI60-13.29877,1903,532.45220411621
RGI60-13.29877,1904,-294.212867148763
RGI60-13.29877,1905,-132.10823772581475
RGI60-13.29877,1906,-370.25486551164323
RGI60-13.29877,1907,330.45603806325244
RGI60-13.29877,1908,-28.66575178119395
RGI60-13.29877,1909,-577.6262758158151
RGI60-13.29877,1910,-494.64212265163195
RGI60-13.29877,1911,166.46611690300048
RGI60-13.29877,1912,112.97505072037342
RGI60-13.29877,1913,129.34545946038844
RGI60-13.29877,1914,-467.35696517592874
RGI60-13.29877,1915,-890.7326455922001
RGI60-13.29877,1916,-653.4984002912479
RGI60-13.29877,1917,-788.5713518450009
RGI60-13.29877,1918,-796.6250991726879
RGI60-13.29877,1919,-151.2230714330787
RGI60-13.29877,1920,-312.104294022301
RGI60-13.29877,1921,-113.97178241310999
RGI60-13.29877,1922,-705.0932388068296
RGI60-13.29877,1923,-838.608206238729
RGI60-13.29877,1924,-802.4064340386313
RGI60-13.29877,1925,-28.232410867474943
RGI60-13.29877,1926,-206.89010948164537
RGI60-13.29877,1927,-421.00729609551655
RGI60-13.29877,1928,-316.2206670205045
RGI60-13.29877,1929,-58.24220735167702
RGI60-13.29877,1930,-97.88102800909721
RGI60-13.29877,1931,-622.8088224301854
RGI60-13.29877,1932,294.3801826557676
RGI60-13.29877,1933,-737.1723072021132
RGI60-13.29877,1934,93.10805735400359
RGI60-13.29877,1935,-821.0540548633743
RGI60-13.29877,1936,-19.496924361342998
RGI60-13.29877,1937,-58.00683929854902
RGI60-13.29877,1938,-293.1084386017145
RGI60-13.29877,1939,-889.5810001028003
RGI60-13.29877,1940,-913.1161575726074
RGI60-13.29877,1941,-475.86182958349957
RGI60-13.29877,1942,50.408378986240294
RGI60-13.29877,1943,-869.0832102722657
RGI60-13.29877,1944,-1017.4768565675968
RGI60-13.29877,1945,-1111.0525592372526
RGI60-13.29877,1946,303.1606735209699
